x1,x2,sentence1,sentence2,y_type,y_score
directly,,"If the path is directly connected to the battery, then the switch affects a bulb.",If a bulb and a switch are in the same path the switch affects the bulb,NOALI,NIL
then,,"If the path is directly connected to the battery, then the switch affects a bulb.",If a bulb and a switch are in the same path the switch affects the bulb,NOALI,NIL
"to the battery,",a bulb and a switch,"If the path is directly connected to the battery, then the switch affects a bulb.",If a bulb and a switch are in the same path the switch affects the bulb,REL,3
is,,"If a switch is open, the circut is no longer closed.",the path is not closed,NOALI,NIL
If,,"If a switch is open, the circut is no longer closed.",the path is not closed,NOALI,NIL
the circut,the path,"If a switch is open, the circut is no longer closed.",the path is not closed,REL,4
a switch,,"If a switch is open, the circut is no longer closed.",the path is not closed,NOALI,NIL
"open,",,"If a switch is open, the circut is no longer closed.",the path is not closed,NOALI,NIL
is no longer closed.,is not closed,"If a switch is open, the circut is no longer closed.",the path is not closed,EQUI,5
the gap,a chemical reaction,because the gap creates a difference in electrical states,A battery uses a chemical reaction to maintain different electrical states at the terminals,REL,2
,A battery,because the gap creates a difference in electrical states,A battery uses a chemical reaction to maintain different electrical states at the terminals,NOALI,NIL
,to maintain,because the gap creates a difference in electrical states,A battery uses a chemical reaction to maintain different electrical states at the terminals,NOALI,NIL
because,,because the gap creates a difference in electrical states,A battery uses a chemical reaction to maintain different electrical states at the terminals,NOALI,NIL
,at the terminals,because the gap creates a difference in electrical states,A battery uses a chemical reaction to maintain different electrical states at the terminals,NOALI,NIL
creates,,because the gap creates a difference in electrical states,A battery uses a chemical reaction to maintain different electrical states at the terminals,NOALI,NIL
a difference in electrical states,different electrical states,because the gap creates a difference in electrical states,A battery uses a chemical reaction to maintain different electrical states at the terminals,SIMI,4
,uses,because the gap creates a difference in electrical states,A battery uses a chemical reaction to maintain different electrical states at the terminals,NOALI,NIL
"without any devices""",,"""the battery terminals don""""t connect without any devices""",the battery is in an open path,NOALI,NIL
"don""""t connect",,"""the battery terminals don""""t connect without any devices""",the battery is in an open path,NOALI,NIL
,in an open path,"""the battery terminals don""""t connect without any devices""",the battery is in an open path,NOALI,NIL
,is,"""the battery terminals don""""t connect without any devices""",the battery is in an open path,NOALI,NIL
"""the battery terminals",the battery,"""the battery terminals don""""t connect without any devices""",the battery is in an open path,SPE1,4
,a complete circuit,a connection to the battery,there is a complete circuit,NOALI,NIL
,there,a connection to the battery,there is a complete circuit,NOALI,NIL
a connection,,a connection to the battery,there is a complete circuit,NOALI,NIL
to the battery,,a connection to the battery,there is a complete circuit,NOALI,NIL
,is,a connection to the battery,there is a complete circuit,NOALI,NIL
,in the same electrical state,The positive battery terminal is separated by a gap from terminal 4.,Terminal 4 and the positive battery terminal are in the same electrical state,NOALI,NIL
is separated,,The positive battery terminal is separated by a gap from terminal 4.,Terminal 4 and the positive battery terminal are in the same electrical state,NOALI,NIL
by a gap,,The positive battery terminal is separated by a gap from terminal 4.,Terminal 4 and the positive battery terminal are in the same electrical state,NOALI,NIL
The positive battery terminal from terminal 4.,Terminal 4 and the positive battery terminal,The positive battery terminal is separated by a gap from terminal 4.,Terminal 4 and the positive battery terminal are in the same electrical state,EQUI,5
,are,The positive battery terminal is separated by a gap from terminal 4.,Terminal 4 and the positive battery terminal are in the same electrical state,NOALI,NIL
because,,because there is a gap because bulb b is damaged,"Terminals 1, 2 and 3 are separated from the positive battery terminal by a gap",NOALI,NIL
is damaged,,because there is a gap because bulb b is damaged,"Terminals 1, 2 and 3 are separated from the positive battery terminal by a gap",NOALI,NIL
bulb b,,because there is a gap because bulb b is damaged,"Terminals 1, 2 and 3 are separated from the positive battery terminal by a gap",NOALI,NIL
there,,because there is a gap because bulb b is damaged,"Terminals 1, 2 and 3 are separated from the positive battery terminal by a gap",NOALI,NIL
,are separated,because there is a gap because bulb b is damaged,"Terminals 1, 2 and 3 are separated from the positive battery terminal by a gap",NOALI,NIL
because,,because there is a gap because bulb b is damaged,"Terminals 1, 2 and 3 are separated from the positive battery terminal by a gap",NOALI,NIL
a gap,by a gap,because there is a gap because bulb b is damaged,"Terminals 1, 2 and 3 are separated from the positive battery terminal by a gap",EQUI,5
,"Terminals 1, 2 and 3",because there is a gap because bulb b is damaged,"Terminals 1, 2 and 3 are separated from the positive battery terminal by a gap",NOALI,NIL
,from the positive battery terminal,because there is a gap because bulb b is damaged,"Terminals 1, 2 and 3 are separated from the positive battery terminal by a gap",NOALI,NIL
is,,because there is a gap because bulb b is damaged,"Terminals 1, 2 and 3 are separated from the positive battery terminal by a gap",NOALI,NIL
,are,the positive battery terminal s separated by a gap from terminal 4,Terminal 4 and the positive battery terminal are in the same electrical state,NOALI,NIL
by a gap,,the positive battery terminal s separated by a gap from terminal 4,Terminal 4 and the positive battery terminal are in the same electrical state,NOALI,NIL
the positive battery terminal from terminal 4,Terminal 4 and the positive battery terminal,the positive battery terminal s separated by a gap from terminal 4,Terminal 4 and the positive battery terminal are in the same electrical state,EQUI,5
s separated,,the positive battery terminal s separated by a gap from terminal 4,Terminal 4 and the positive battery terminal are in the same electrical state,NOALI,NIL
,in the same electrical state,the positive battery terminal s separated by a gap from terminal 4,Terminal 4 and the positive battery terminal are in the same electrical state,NOALI,NIL
terminal 1 and 4,Terminals 1 and 4,terminal 1 and 4 connected,Terminals 1 and 4 are connected,EQUI,5
connected,are connected,terminal 1 and 4 connected,Terminals 1 and 4 are connected,EQUI,5
Because,,Because the two terminals are connected,Terminals 1 and 4 are connected,NOALI,NIL
the two terminals,Terminals 1 and 4,Because the two terminals are connected,Terminals 1 and 4 are connected,SPE2,4
are connected,are connected,Because the two terminals are connected,Terminals 1 and 4 are connected,EQUI,5
,still,there is a path from bulb to battery,Bulb A is still contained in a closed path with the battery.,NOALI,NIL
from bulb,Bulb A,there is a path from bulb to battery,Bulb A is still contained in a closed path with the battery.,SPE2,4
to battery,with the battery.,there is a path from bulb to battery,Bulb A is still contained in a closed path with the battery.,EQUI,5
there,,there is a path from bulb to battery,Bulb A is still contained in a closed path with the battery.,NOALI,NIL
a path,in a closed path,there is a path from bulb to battery,Bulb A is still contained in a closed path with the battery.,EQUI,5
,contained,there is a path from bulb to battery,Bulb A is still contained in a closed path with the battery.,NOALI,NIL
is,,there is a path from bulb to battery,Bulb A is still contained in a closed path with the battery.,NOALI,NIL
,is,there is a path from bulb to battery,Bulb A is still contained in a closed path with the battery.,NOALI,NIL
are,are,Bulb B and bulb C are still in closed paths.,bulbs B and C are still in closed paths with the battery,EQUI,5
in closed paths.,in closed paths,Bulb B and bulb C are still in closed paths.,bulbs B and C are still in closed paths with the battery,EQUI,5
Bulb B and bulb C,bulbs B and C,Bulb B and bulb C are still in closed paths.,bulbs B and C are still in closed paths with the battery,EQUI,5
still,still,Bulb B and bulb C are still in closed paths.,bulbs B and C are still in closed paths with the battery,EQUI,5
,with the battery,Bulb B and bulb C are still in closed paths.,bulbs B and C are still in closed paths with the battery,NOALI,NIL
in a closed path,which,The battery is contaied in a closed path without another component.,The battery is contained in a path which does not contain any other components,EQUI,5
without another component.,does not contain any other components,The battery is contaied in a closed path without another component.,The battery is contained in a path which does not contain any other components,EQUI,5
The battery,The battery,The battery is contaied in a closed path without another component.,The battery is contained in a path which does not contain any other components,EQUI,5
is contaied,is contained,The battery is contaied in a closed path without another component.,The battery is contained in a path which does not contain any other components,EQUI,5
in a closed path,in a path,The battery is contaied in a closed path without another component.,The battery is contained in a path which does not contain any other components,EQUI,5
to the battery,with the battery,there is a closed path to the battery,Bulbs A and C are still contained in closed paths with the battery,EQUI,5
,still,there is a closed path to the battery,Bulbs A and C are still contained in closed paths with the battery,NOALI,NIL
,are,there is a closed path to the battery,Bulbs A and C are still contained in closed paths with the battery,NOALI,NIL
is,,there is a closed path to the battery,Bulbs A and C are still contained in closed paths with the battery,NOALI,NIL
there,,there is a closed path to the battery,Bulbs A and C are still contained in closed paths with the battery,NOALI,NIL
,contained,there is a closed path to the battery,Bulbs A and C are still contained in closed paths with the battery,NOALI,NIL
a closed path,in closed paths,there is a closed path to the battery,Bulbs A and C are still contained in closed paths with the battery,SPE1,4
,Bulbs A and C,there is a closed path to the battery,Bulbs A and C are still contained in closed paths with the battery,NOALI,NIL
without any devices,does not contain any other components,the battery is contained in a closed path without any devices,The battery is contained in a closed path which does not contain any other components,EQUI,5
in a closed path,which,the battery is contained in a closed path without any devices,The battery is contained in a closed path which does not contain any other components,EQUI,5
is contained,is contained,the battery is contained in a closed path without any devices,The battery is contained in a closed path which does not contain any other components,EQUI,5
in a closed path,in a closed path,the battery is contained in a closed path without any devices,The battery is contained in a closed path which does not contain any other components,EQUI,5
the battery,The battery,the battery is contained in a closed path without any devices,The battery is contained in a closed path which does not contain any other components,EQUI,5
there,,there is still a closed path that contains the battery and bulb a and bulb c,Bulbs A and C are still contained in closed paths with the battery,NOALI,NIL
a closed path,in closed paths,there is still a closed path that contains the battery and bulb a and bulb c,Bulbs A and C are still contained in closed paths with the battery,SPE1,4
is,,there is still a closed path that contains the battery and bulb a and bulb c,Bulbs A and C are still contained in closed paths with the battery,NOALI,NIL
contains,are contained,there is still a closed path that contains the battery and bulb a and bulb c,Bulbs A and C are still contained in closed paths with the battery,EQUI,5
still,still,there is still a closed path that contains the battery and bulb a and bulb c,Bulbs A and C are still contained in closed paths with the battery,EQUI,5
the battery and bulb a and bulb c,Bulbs A and C with the battery,there is still a closed path that contains the battery and bulb a and bulb c,Bulbs A and C are still contained in closed paths with the battery,EQUI,5
that,in closed paths,there is still a closed path that contains the battery and bulb a and bulb c,Bulbs A and C are still contained in closed paths with the battery,SPE1,4
Terminal,Terminals 1 and 2,Terminal has the same electrical state,Terminals 1 and 2 are connected and in the same electrical state,SPE2,3
,are connected,Terminal has the same electrical state,Terminals 1 and 2 are connected and in the same electrical state,NOALI,NIL
the same electrical state,in the same electrical state,Terminal has the same electrical state,Terminals 1 and 2 are connected and in the same electrical state,EQUI,5
has,,Terminal has the same electrical state,Terminals 1 and 2 are connected and in the same electrical state,NOALI,NIL
,and,Terminal has the same electrical state,Terminals 1 and 2 are connected and in the same electrical state,NOALI,NIL
,There,The positive battery terminal is separated by a gap from terminal 4.,There is no gap between terminals 1 and 4,NOALI,NIL
is separated,is,The positive battery terminal is separated by a gap from terminal 4.,There is no gap between terminals 1 and 4,OPPO,4
by a gap,no gap,The positive battery terminal is separated by a gap from terminal 4.,There is no gap between terminals 1 and 4,OPPO,4
The positive battery terminal from terminal 4.,between terminals 1 and 4,The positive battery terminal is separated by a gap from terminal 4.,There is no gap between terminals 1 and 4,SPE1,3
the bulb and the switch,the switch and the bulb,if the bulb and the switch are contained by a closed path then the switch affects the bulb.,When the switch and the bulb are contained in the same path,EQUI,5
if,When,if the bulb and the switch are contained by a closed path then the switch affects the bulb.,When the switch and the bulb are contained in the same path,SIMI,3
the bulb.,,if the bulb and the switch are contained by a closed path then the switch affects the bulb.,When the switch and the bulb are contained in the same path,NOALI,NIL
are contained,are contained,if the bulb and the switch are contained by a closed path then the switch affects the bulb.,When the switch and the bulb are contained in the same path,EQUI,5
affects,,if the bulb and the switch are contained by a closed path then the switch affects the bulb.,When the switch and the bulb are contained in the same path,NOALI,NIL
the switch,,if the bulb and the switch are contained by a closed path then the switch affects the bulb.,When the switch and the bulb are contained in the same path,NOALI,NIL
by a closed path,in the same path,if the bulb and the switch are contained by a closed path then the switch affects the bulb.,When the switch and the bulb are contained in the same path,SPE2,4
then,,if the bulb and the switch are contained by a closed path then the switch affects the bulb.,When the switch and the bulb are contained in the same path,NOALI,NIL
,are separated,Terminal 1 and the positive terminal had different electrical states.,Terminal 1 and the positive terminal are separated by the gap,NOALI,NIL
Terminal 1 and the positive terminal,Terminal 1 and the positive terminal,Terminal 1 and the positive terminal had different electrical states.,Terminal 1 and the positive terminal are separated by the gap,EQUI,5
different electrical states.,by the gap,Terminal 1 and the positive terminal had different electrical states.,Terminal 1 and the positive terminal are separated by the gap,REL,2
had,,Terminal 1 and the positive terminal had different electrical states.,Terminal 1 and the positive terminal are separated by the gap,NOALI,NIL
,If,bulb a will burn out with bulb C,"If C burns out, then A and B are still in a closed path with the battery.",NOALI,NIL
,in a closed path,bulb a will burn out with bulb C,"If C burns out, then A and B are still in a closed path with the battery.",NOALI,NIL
,with the battery.,bulb a will burn out with bulb C,"If C burns out, then A and B are still in a closed path with the battery.",NOALI,NIL
bulb a,A and B,bulb a will burn out with bulb C,"If C burns out, then A and B are still in a closed path with the battery.",SPE1,4
with bulb C,C,bulb a will burn out with bulb C,"If C burns out, then A and B are still in a closed path with the battery.",EQUI,5
,are,bulb a will burn out with bulb C,"If C burns out, then A and B are still in a closed path with the battery.",NOALI,NIL
,then,bulb a will burn out with bulb C,"If C burns out, then A and B are still in a closed path with the battery.",NOALI,NIL
,still,bulb a will burn out with bulb C,"If C burns out, then A and B are still in a closed path with the battery.",NOALI,NIL
will burn out,"burns out,",bulb a will burn out with bulb C,"If C burns out, then A and B are still in a closed path with the battery.",SIMI,4
of the battery,,terminal 1 and 2 are connected to the negtive terminal of the battery,Terminals 1 and 2 are connected,NOALI,NIL
are connected,are connected,terminal 1 and 2 are connected to the negtive terminal of the battery,Terminals 1 and 2 are connected,EQUI,5
terminal 1 and 2,Terminals 1 and 2,terminal 1 and 2 are connected to the negtive terminal of the battery,Terminals 1 and 2 are connected,EQUI,5
to the negtive terminal,,terminal 1 and 2 are connected to the negtive terminal of the battery,Terminals 1 and 2 are connected,NOALI,NIL
you,,There will be a gap at one point in time and there will be a voltage decrease so you know.,A non-zero voltage means that the terminals are separated by a gap.,NOALI,NIL
,that,There will be a gap at one point in time and there will be a voltage decrease so you know.,A non-zero voltage means that the terminals are separated by a gap.,NOALI,NIL
so,,There will be a gap at one point in time and there will be a voltage decrease so you know.,A non-zero voltage means that the terminals are separated by a gap.,NOALI,NIL
,means,There will be a gap at one point in time and there will be a voltage decrease so you know.,A non-zero voltage means that the terminals are separated by a gap.,NOALI,NIL
at one point,,There will be a gap at one point in time and there will be a voltage decrease so you know.,A non-zero voltage means that the terminals are separated by a gap.,NOALI,NIL
a voltage decrease,A non-zero voltage,There will be a gap at one point in time and there will be a voltage decrease so you know.,A non-zero voltage means that the terminals are separated by a gap.,REL,3
will be,,There will be a gap at one point in time and there will be a voltage decrease so you know.,A non-zero voltage means that the terminals are separated by a gap.,NOALI,NIL
will be,,There will be a gap at one point in time and there will be a voltage decrease so you know.,A non-zero voltage means that the terminals are separated by a gap.,NOALI,NIL
a gap,by a gap.,There will be a gap at one point in time and there will be a voltage decrease so you know.,A non-zero voltage means that the terminals are separated by a gap.,EQUI,5
and,,There will be a gap at one point in time and there will be a voltage decrease so you know.,A non-zero voltage means that the terminals are separated by a gap.,NOALI,NIL
,the terminals,There will be a gap at one point in time and there will be a voltage decrease so you know.,A non-zero voltage means that the terminals are separated by a gap.,NOALI,NIL
know.,,There will be a gap at one point in time and there will be a voltage decrease so you know.,A non-zero voltage means that the terminals are separated by a gap.,NOALI,NIL
in time,,There will be a gap at one point in time and there will be a voltage decrease so you know.,A non-zero voltage means that the terminals are separated by a gap.,NOALI,NIL
There,,There will be a gap at one point in time and there will be a voltage decrease so you know.,A non-zero voltage means that the terminals are separated by a gap.,NOALI,NIL
,are,There will be a gap at one point in time and there will be a voltage decrease so you know.,A non-zero voltage means that the terminals are separated by a gap.,NOALI,NIL
there,,There will be a gap at one point in time and there will be a voltage decrease so you know.,A non-zero voltage means that the terminals are separated by a gap.,NOALI,NIL
,separated,There will be a gap at one point in time and there will be a voltage decrease so you know.,A non-zero voltage means that the terminals are separated by a gap.,NOALI,NIL
in the closed path,in.,because bulb c is not included in the closed path,There is a closed path with A and B that C is not in.,EQUI,5
,that,because bulb c is not included in the closed path,There is a closed path with A and B that C is not in.,NOALI,NIL
in the closed path,a closed path,because bulb c is not included in the closed path,There is a closed path with A and B that C is not in.,EQUI,5
because,,because bulb c is not included in the closed path,There is a closed path with A and B that C is not in.,NOALI,NIL
,There,because bulb c is not included in the closed path,There is a closed path with A and B that C is not in.,NOALI,NIL
,is,because bulb c is not included in the closed path,There is a closed path with A and B that C is not in.,NOALI,NIL
bulb c,C,because bulb c is not included in the closed path,There is a closed path with A and B that C is not in.,EQUI,5
is not included,is not,because bulb c is not included in the closed path,There is a closed path with A and B that C is not in.,EQUI,5
,with A and B,because bulb c is not included in the closed path,There is a closed path with A and B that C is not in.,NOALI,NIL
,is,bulb a creates a gap,"If bulb A burns out, neither B nor C is in a closed path",NOALI,NIL
,in a closed path,bulb a creates a gap,"If bulb A burns out, neither B nor C is in a closed path",NOALI,NIL
,If,bulb a creates a gap,"If bulb A burns out, neither B nor C is in a closed path",NOALI,NIL
bulb a,bulb A,bulb a creates a gap,"If bulb A burns out, neither B nor C is in a closed path",EQUI,5
,neither B nor C,bulb a creates a gap,"If bulb A burns out, neither B nor C is in a closed path",NOALI,NIL
creates a gap,"burns out,",bulb a creates a gap,"If bulb A burns out, neither B nor C is in a closed path",REL,3
we,,we can find the burnt out bulb by finding voltage between different terminals,Measuring voltage indicates the place where the electrical state changes due to a damaged bulb.,NOALI,NIL
can,,we can find the burnt out bulb by finding voltage between different terminals,Measuring voltage indicates the place where the electrical state changes due to a damaged bulb.,NOALI,NIL
find,,we can find the burnt out bulb by finding voltage between different terminals,Measuring voltage indicates the place where the electrical state changes due to a damaged bulb.,NOALI,NIL
,indicates,we can find the burnt out bulb by finding voltage between different terminals,Measuring voltage indicates the place where the electrical state changes due to a damaged bulb.,NOALI,NIL
,where,we can find the burnt out bulb by finding voltage between different terminals,Measuring voltage indicates the place where the electrical state changes due to a damaged bulb.,NOALI,NIL
between different terminals,the electrical state,we can find the burnt out bulb by finding voltage between different terminals,Measuring voltage indicates the place where the electrical state changes due to a damaged bulb.,REL,3
,changes,we can find the burnt out bulb by finding voltage between different terminals,Measuring voltage indicates the place where the electrical state changes due to a damaged bulb.,NOALI,NIL
by finding,,we can find the burnt out bulb by finding voltage between different terminals,Measuring voltage indicates the place where the electrical state changes due to a damaged bulb.,NOALI,NIL
,due to,we can find the burnt out bulb by finding voltage between different terminals,Measuring voltage indicates the place where the electrical state changes due to a damaged bulb.,NOALI,NIL
,the place,we can find the burnt out bulb by finding voltage between different terminals,Measuring voltage indicates the place where the electrical state changes due to a damaged bulb.,NOALI,NIL
voltage,voltage,we can find the burnt out bulb by finding voltage between different terminals,Measuring voltage indicates the place where the electrical state changes due to a damaged bulb.,EQUI,5
the burnt out bulb,a damaged bulb.,we can find the burnt out bulb by finding voltage between different terminals,Measuring voltage indicates the place where the electrical state changes due to a damaged bulb.,SPE1,4
,Measuring,we can find the burnt out bulb by finding voltage between different terminals,Measuring voltage indicates the place where the electrical state changes due to a damaged bulb.,NOALI,NIL
in a closed path,in a closed path,the battery is not contained in a closed path,The battery in 4 is not in a closed path,EQUI,5
is not contained,is not,the battery is not contained in a closed path,The battery in 4 is not in a closed path,EQUI,5
the battery,The battery,the battery is not contained in a closed path,The battery in 4 is not in a closed path,EQUI,5
,in 4,the battery is not contained in a closed path,The battery in 4 is not in a closed path,NOALI,NIL
between the positive and negative terminals of the battery,in the same electrical state,terminals are separated by a gay between the positive and negative terminals of the battery,Terminals 1 and 2 are in the same electrical state,REL,3
,are,terminals are separated by a gay between the positive and negative terminals of the battery,Terminals 1 and 2 are in the same electrical state,NOALI,NIL
terminals,Terminals 1 and 2,terminals are separated by a gay between the positive and negative terminals of the battery,Terminals 1 and 2 are in the same electrical state,SPE2,3
by a gay,,terminals are separated by a gay between the positive and negative terminals of the battery,Terminals 1 and 2 are in the same electrical state,NOALI,NIL
are separated,,terminals are separated by a gay between the positive and negative terminals of the battery,Terminals 1 and 2 are in the same electrical state,NOALI,NIL
,to maintain,there is no short circuit to the battery.,A battery uses a chemical reaction to maintain different electrical states at the terminals,NOALI,NIL
,at the terminals,there is no short circuit to the battery.,A battery uses a chemical reaction to maintain different electrical states at the terminals,NOALI,NIL
no short circuit,a chemical reaction,there is no short circuit to the battery.,A battery uses a chemical reaction to maintain different electrical states at the terminals,REL,3
to the battery.,A battery,there is no short circuit to the battery.,A battery uses a chemical reaction to maintain different electrical states at the terminals,EQUI,5
,uses,there is no short circuit to the battery.,A battery uses a chemical reaction to maintain different electrical states at the terminals,NOALI,NIL
there,,there is no short circuit to the battery.,A battery uses a chemical reaction to maintain different electrical states at the terminals,NOALI,NIL
is,,there is no short circuit to the battery.,A battery uses a chemical reaction to maintain different electrical states at the terminals,NOALI,NIL
,different electrical states,there is no short circuit to the battery.,A battery uses a chemical reaction to maintain different electrical states at the terminals,NOALI,NIL
is connected,are not connected,Terminal 6 is connected to the positive battery terminal,Terminals 1 and 6 are not connected,OPPO,4
Terminal 6 to the positive battery terminal,Terminals 1 and 6,Terminal 6 is connected to the positive battery terminal,Terminals 1 and 6 are not connected,SPE1,3
,a chemical reaction,The battery will have a different electrical state than the circuit,A battery uses a chemical reaction to maintain different electrical states at the terminals,NOALI,NIL
,to maintain,The battery will have a different electrical state than the circuit,A battery uses a chemical reaction to maintain different electrical states at the terminals,NOALI,NIL
than,,The battery will have a different electrical state than the circuit,A battery uses a chemical reaction to maintain different electrical states at the terminals,NOALI,NIL
a different electrical state,different electrical states,The battery will have a different electrical state than the circuit,A battery uses a chemical reaction to maintain different electrical states at the terminals,SPE1,4
,uses,The battery will have a different electrical state than the circuit,A battery uses a chemical reaction to maintain different electrical states at the terminals,NOALI,NIL
The battery,A battery,The battery will have a different electrical state than the circuit,A battery uses a chemical reaction to maintain different electrical states at the terminals,EQUI,5
the circuit,at the terminals,The battery will have a different electrical state than the circuit,A battery uses a chemical reaction to maintain different electrical states at the terminals,REL,3
will have,,The battery will have a different electrical state than the circuit,A battery uses a chemical reaction to maintain different electrical states at the terminals,NOALI,NIL
,is,bulb a creates a gap,each bulb is in its own path,NOALI,NIL
,in its own path,bulb a creates a gap,each bulb is in its own path,NOALI,NIL
bulb a,each bulb,bulb a creates a gap,each bulb is in its own path,SPE1,3
creates,,bulb a creates a gap,each bulb is in its own path,NOALI,NIL
a gap,,bulb a creates a gap,each bulb is in its own path,NOALI,NIL
when,When,when the switch is connected between the bulb and the battery,When the switch and the bulb are contained in the same path,EQUI,5
,in the same path,when the switch is connected between the bulb and the battery,When the switch and the bulb are contained in the same path,NOALI,NIL
is connected,are contained,when the switch is connected between the bulb and the battery,When the switch and the bulb are contained in the same path,SIMI,2
the switch between the bulb and the battery,the switch and the bulb,when the switch is connected between the bulb and the battery,When the switch and the bulb are contained in the same path,SPE2,3
then,,becuase breaking one bulb then affects the ability of the others to light up.,A and C are in the same closed path,NOALI,NIL
of the others,,becuase breaking one bulb then affects the ability of the others to light up.,A and C are in the same closed path,NOALI,NIL
,are,becuase breaking one bulb then affects the ability of the others to light up.,A and C are in the same closed path,NOALI,NIL
to light up.,,becuase breaking one bulb then affects the ability of the others to light up.,A and C are in the same closed path,NOALI,NIL
,A and C,becuase breaking one bulb then affects the ability of the others to light up.,A and C are in the same closed path,NOALI,NIL
becuase,,becuase breaking one bulb then affects the ability of the others to light up.,A and C are in the same closed path,NOALI,NIL
the ability,,becuase breaking one bulb then affects the ability of the others to light up.,A and C are in the same closed path,NOALI,NIL
breaking,,becuase breaking one bulb then affects the ability of the others to light up.,A and C are in the same closed path,NOALI,NIL
one bulb,,becuase breaking one bulb then affects the ability of the others to light up.,A and C are in the same closed path,NOALI,NIL
,in the same closed path,becuase breaking one bulb then affects the ability of the others to light up.,A and C are in the same closed path,NOALI,NIL
affects,,becuase breaking one bulb then affects the ability of the others to light up.,A and C are in the same closed path,NOALI,NIL
within the same closed path,in the same closed path,because bulb a is contained within the same closed path as the battery,Bulb A was still contained in the same closed path with the battery.,EQUI,5
is contained,was contained,because bulb a is contained within the same closed path as the battery,Bulb A was still contained in the same closed path with the battery.,SIMI,4
because,,because bulb a is contained within the same closed path as the battery,Bulb A was still contained in the same closed path with the battery.,NOALI,NIL
bulb a,Bulb A,because bulb a is contained within the same closed path as the battery,Bulb A was still contained in the same closed path with the battery.,EQUI,5
as the battery,with the battery.,because bulb a is contained within the same closed path as the battery,Bulb A was still contained in the same closed path with the battery.,EQUI,5
,still,because bulb a is contained within the same closed path as the battery,Bulb A was still contained in the same closed path with the battery.,NOALI,NIL
in a dfferent path,in the same closed path,Switch Y was in a dfferent path,Switch Y and bulb A are not in the same closed path,OPPO,4
Switch Y,Switch Y and bulb A,Switch Y was in a dfferent path,Switch Y and bulb A are not in the same closed path,SPE1,4
was,are not,Switch Y was in a dfferent path,Switch Y and bulb A are not in the same closed path,OPPO,4
are,were contained,because bulbs b and c are in a closed path with the battery.,Bulb B and Bulb C were still contained in the same closed path with the battery.,SIMI,4
bulbs b and c,Bulb B and Bulb C,because bulbs b and c are in a closed path with the battery.,Bulb B and Bulb C were still contained in the same closed path with the battery.,EQUI,5
because,,because bulbs b and c are in a closed path with the battery.,Bulb B and Bulb C were still contained in the same closed path with the battery.,NOALI,NIL
with the battery.,with the battery.,because bulbs b and c are in a closed path with the battery.,Bulb B and Bulb C were still contained in the same closed path with the battery.,EQUI,5
,still,because bulbs b and c are in a closed path with the battery.,Bulb B and Bulb C were still contained in the same closed path with the battery.,NOALI,NIL
in a closed path,in the same closed path,because bulbs b and c are in a closed path with the battery.,Bulb B and Bulb C were still contained in the same closed path with the battery.,SPE2,4
the gap,by the gap,the gap in terminal 2 is postive,Terminal 2 and the positive terminal are separated by the gap,EQUI,5
postive,,the gap in terminal 2 is postive,Terminal 2 and the positive terminal are separated by the gap,NOALI,NIL
is,,the gap in terminal 2 is postive,Terminal 2 and the positive terminal are separated by the gap,NOALI,NIL
,are separated,the gap in terminal 2 is postive,Terminal 2 and the positive terminal are separated by the gap,NOALI,NIL
in terminal 2,Terminal 2 and the positive terminal,the gap in terminal 2 is postive,Terminal 2 and the positive terminal are separated by the gap,SPE1,3
,is,Because there is a bulb in one of the paths.,there is no closed path containing the battery,NOALI,NIL
there,,Because there is a bulb in one of the paths.,there is no closed path containing the battery,NOALI,NIL
,containing,Because there is a bulb in one of the paths.,there is no closed path containing the battery,NOALI,NIL
is,,Because there is a bulb in one of the paths.,there is no closed path containing the battery,NOALI,NIL
in one,,Because there is a bulb in one of the paths.,there is no closed path containing the battery,NOALI,NIL
of the paths.,no closed path,Because there is a bulb in one of the paths.,there is no closed path containing the battery,REL,3
,the battery,Because there is a bulb in one of the paths.,there is no closed path containing the battery,NOALI,NIL
Because,,Because there is a bulb in one of the paths.,there is no closed path containing the battery,NOALI,NIL
,there,Because there is a bulb in one of the paths.,there is no closed path containing the battery,NOALI,NIL
a bulb,,Because there is a bulb in one of the paths.,there is no closed path containing the battery,NOALI,NIL
connects,,the battery is in a closed path but connects with nothing else,The battery is contained in a closed path which does not contain any other components,NOALI,NIL
a closed path,which,the battery is in a closed path but connects with nothing else,The battery is contained in a closed path which does not contain any other components,EQUI,5
with nothing else,does not contain any other components,the battery is in a closed path but connects with nothing else,The battery is contained in a closed path which does not contain any other components,EQUI,5
is,is contained,the battery is in a closed path but connects with nothing else,The battery is contained in a closed path which does not contain any other components,EQUI,5
the battery,The battery,the battery is in a closed path but connects with nothing else,The battery is contained in a closed path which does not contain any other components,EQUI,5
in a closed path,in a closed path,the battery is in a closed path but connects with nothing else,The battery is contained in a closed path which does not contain any other components,EQUI,5
but,,the battery is in a closed path but connects with nothing else,The battery is contained in a closed path which does not contain any other components,NOALI,NIL
of the bulb terminals,,"Because one of the bulb terminals is bad, and the other ones are good.","Terminals 4, 5 and 6 are connected to the positive battery terminal",NOALI,NIL
the other ones,,"Because one of the bulb terminals is bad, and the other ones are good.","Terminals 4, 5 and 6 are connected to the positive battery terminal",NOALI,NIL
and,,"Because one of the bulb terminals is bad, and the other ones are good.","Terminals 4, 5 and 6 are connected to the positive battery terminal",NOALI,NIL
